64783,1452,1599,1657,579
64803,1059,1435,1755,937
64823,965,1269,1804,3035
64843,1119,1189,1847,4095
64863,1397,1295,1915,2315
64883,1763,1599,2058,0
64903,2286,2071,2171,291
64923,2904,2553,2273,2375
64943,3295,2939,2316,3655
64963,3454,3181,2341,2211
64983,3347,3193,2327,0
65003,3205,2986,2287,146
65023,3272,2635,2229,2677
65043,3213,2283,2159,4095
65063,2923,1991,2091,2425
65083,2579,1787,2075,136
65103,2118,1702,2085,564
65123,1737,1707,2075,3075
65143,1525,1787,2057,4095
65163,1565,1945,2041,2506
65183,1839,2106,2071,201
65203,2158,2199,2043,556
65223,2275,2171,2019,2989
65243,1964,2066,1991,4095
65263,1203,1892,1968,2437
65283,560,1705,1961,122
65303,345,1567,1945,605
65323,536,1519,1942,4095
65343,1189,1594,1933,4095
65363,2167,1773,1947,2103
65383,2975,1980,1932,24
65403,3559,2169,1919,403
65423,3887,2303,1881,2863
65443,3852,2335,1804,4095
65463,3517,2277,1755,2265
65483,2939,2119,1780,155
65503,2070,1878,1834,664
65523,1212,1596,1865,3353
65543,709,1395,1861,4095
65563,649,1307,1864,2683
65583,914,1418,1891,613
65603,1391,1719,1949,870
65623,2106,2173,2053,3020
67148,1755,2280,1975,795
67168,1171,1993,1966,2341
67188,800,1648,1925,2443
67208,704,1439,1909,4095
67228,867,1390,1940,3367
67248,1151,1548,2001,508
67268,1561,1843,2057,295
67288,1959,2235,2105,1926
67308,2199,2585,2141,4095
67328,2207,2771,2136,3157
67348,1701,2719,2127,519
67368,505,2427,2088,357
67388,0,1992,2043,2515
67408,0,1584,2021,4095
67428,0,1629,2181,3501
67448,0,2531,2681,379
67468,757,4095,3557,0
67488,3797,4057,4095,971
67508,4095,4095,4095,2805
67528,4095,4095,4095,2619
67548,4095,4095,4095,0
67568,4095,4095,4095,0
67588,4095,4095,4095,1131
67608,4095,4095,4095,3051
67628,4095,4095,4095,2587
67648,4095,4095,4095,0
67668,3133,4095,4095,0
67688,2171,4095,4095,1379
67708,2355,4095,4095,3769
67728,2905,4095,4095,3295
67748,3495,4095,3451,591
67768,3915,4095,3003,357
67788,3913,4095,2719,2483
67808,3417,4095,2529,4095
67828,2941,4095,2393,3595
67848,2643,4095,2324,1015
67868,2460,4095,2271,793
67888,2396,2781,2211,2999
67908,2471,1917,2159,4095
67928,2607,1715,2147,3653
67948,2728,1995,2149,1061
67968,2761,2341,2130,1069
67988,2644,2439,2083,2905
68008,2239,2133,1995,4095
68028,1239,1519,1885,3596
68048,0,798,1791,1075
68068,0,215,1701,1416
68088,0,0,1637,3823
68108,0,0,1607,4095
68128,0,8,1608,4095
68787,3177,2984,2973,2216
68808,1897,535,2789,4095
68828,973,0,2663,3676
68848,615,0,2633,1374
68868,811,0,2687,1688
68888,1480,0,2780,3725
68908,2195,0,2833,4095
68928,2671,0,2797,3389
68948,2847,0,2707,909
68968,2783,0,2549,877
68988,2551,0,2379,3257
69008,2287,0,2247,4095
69028,2181,0,2171,3096
69048,2298,0,2189,658
69068,2489,0,2251,809
69088,2751,0,2260,2976
69108,2933,0,2206,4095
69128,3015,0,2133,2936
69148,2984,0,2040,243
69168,2702,0,1988,1318
69188,2137,0,1880,4095
69208,1497,0,1768,4095
69228,987,0,1728,2823
69248,617,217,1692,415
69268,419,661,1640,419
69288,471,1204,1625,2772
69308,731,1823,1633,4095
69328,1139,2387,1653,2636
69348,1627,2708,1655,85
69368,1998,2757,1635,287
69388,2065,2530,1524,2715
69408,1494,2157,1405,4095
69428,373,1913,1493,3119
69448,0,2189,2063,435
69468,0,3122,3149,0
69488,0,4095,4095,821
69508,0,4095,4095,2195
69528,0,4095,4095,1559
69548,1608,4095,4095,0
69568,3752,4095,4095,0
